timestamp,hour,minute,weekday,is_weekend,day_index,PIR_living,sim_label
2025-01-01 00:00:00,0,0,2,0,0,0,0
2025-01-01 00:01:00,0,1,2,0,0,0,0
2025-01-01 00:02:00,0,2,2,0,0,0,0
2025-01-01 00:03:00,0,3,2,0,0,0,0
2025-01-01 00:04:00,0,4,2,0,0,0,0
2025-01-01 00:05:00,0,5,2,0,0,0,0
2025-01-01 00:06:00,0,6,2,0,0,0,0
2025-01-01 00:07:00,0,7,2,0,0,0,0
2025-01-01 00:08:00,0,8,2,0,0,0,0
2025-01-01 00:09:00,0,9,2,0,0,0,0
2025-01-01 00:10:00,0,10,2,0,0,0,0
2025-01-01 00:11:00,0,11,2,0,0,0,0
2025-01-01 00:12:00,0,12,2,0,0,0,0
2025-01-01 00:13:00,0,13,2,0,0,0,0
2025-01-01 00:14:00,0,14,2,0,0,0,0
2025-01-01 00:15:00,0,15,2,0,0,0,0
2025-01-01 00:16:00,0,16,2,0,0,0,0
2025-01-01 00:17:00,0,17,2,0,0,0,0
2025-01-01 00:18:00,0,18,2,0,0,0,0
2025-01-01 00:19:00,0,19,2,0,0,0,0
2025-01-01 00:20:00,0,20,2,0,0,0,0
2025-01-01 00:21:00,0,21,2,0,0,0,0
2025-01-01 00:22:00,0,22,2,0,0,0,0
2025-01-01 00:23:00,0,23,2,0,0,0,0
2025-01-01 00:24:00,0,24,2,0,0,0,0
2025-01-01 00:25:00,0,25,2,0,0,0,0
2025-01-01 00:26:00,0,26,2,0,0,0,0
2025-01-01 00:27:00,0,27,2,0,0,0,0
2025-01-01 00:28:00,0,28,2,0,0,0,0
2025-01-01 00:29:00,0,29,2,0,0,0,0
2025-01-01 00:30:00,0,30,2,0,0,0,0
2025-01-01 00:31:00,0,31,2,0,0,0,0
2025-01-01 00:32:00,0,32,2,0,0,0,0
2025-01-01 00:33:00,0,33,2,0,0,0,0
2025-01-01 00:34:00,0,34,2,0,0,0,0
2025-01-01 00:35:00,0,35,2,0,0,0,0
2025-01-01 00:36:00,0,36,2,0,0,0,0
2025-01-01 00:37:00,0,37,2,0,0,0,0
2025-01-01 00:38:00,0,38,2,0,0,0,0
2025-01-01 00:39:00,0,39,2,0,0,0,0
2025-01-01 00:40:00,0,40,2,0,0,0,0
2025-01-01 00:41:00,0,41,2,0,0,0,0
2025-01-01 00:42:00,0,42,2,0,0,0,0
2025-01-01 00:43:00,0,43,2,0,0,0,0
2025-01-01 00:44:00,0,44,2,0,0,0,0
2025-01-01 00:45:00,0,45,2,0,0,0,0
2025-01-01 00:46:00,0,46,2,0,0,0,0
2025-01-01 00:47:00,0,47,2,0,0,0,0
2025-01-01 00:48:00,0,48,2,0,0,0,0
2025-01-01 00:49:00,0,49,2,0,0,0,0
2025-01-01 00:50:00,0,50,2,0,0,0,0
2025-01-01 00:51:00,0,51,2,0,0,0,0
2025-01-01 00:52:00,0,52,2,0,0,0,0
2025-01-01 00:53:00,0,53,2,0,0,0,0
2025-01-01 00:54:00,0,54,2,0,0,0,0
2025-01-01 00:55:00,0,55,2,0,0,0,0
2025-01-01 00:56:00,0,56,2,0,0,0,0
2025-01-01 00:57:00,0,57,2,0,0,0,0
2025-01-01 00:58:00,0,58,2,0,0,0,0
2025-01-01 00:59:00,0,59,2,0,0,0,0
2025-01-01 01:00:00,1,0,2,0,0,0,0
2025-01-01 01:01:00,1,1,2,0,0,0,0
2025-01-01 01:02:00,1,2,2,0,0,0,0
2025-01-01 01:03:00,1,3,2,0,0,0,0
2025-01-01 01:04:00,1,4,2,0,0,0,0
2025-01-01 01:05:00,1,5,2,0,0,0,0
2025-01-01 01:06:00,1,6,2,0,0,0,0
2025-01-01 01:07:00,1,7,2,0,0,0,0
2025-01-01 01:08:00,1,8,2,0,0,0,0
2025-01-01 01:09:00,1,9,2,0,0,0,0
2025-01-01 01:10:00,1,10,2,0,0,0,0
2025-01-01 01:11:00,1,11,2,0,0,0,0
2025-01-01 01:12:00,1,12,2,0,0,1,0
2025-01-01 01:13:00,1,13,2,0,0,0,0
2025-01-01 01:14:00,1,14,2,0,0,0,0
2025-01-01 01:15:00,1,15,2,0,0,0,0
2025-01-01 01:16:00,1,16,2,0,0,0,0
2025-01-01 01:17:00,1,17,2,0,0,0,0
2025-01-01 01:18:00,1,18,2,0,0,0,0
2025-01-01 01:19:00,1,19,2,0,0,0,0
2025-01-01 01:20:00,1,20,2,0,0,0,0
2025-01-01 01:21:00,1,21,2,0,0,0,0
2025-01-01 01:22:00,1,22,2,0,0,0,0
2025-01-01 01:23:00,1,23,2,0,0,0,0
2025-01-01 01:24:00,1,24,2,0,0,0,0
2025-01-01 01:25:00,1,25,2,0,0,0,0
2025-01-01 01:26:00,1,26,2,0,0,0,0
2025-01-01 01:27:00,1,27,2,0,0,0,0
2025-01-01 01:28:00,1,28,2,0,0,0,0
2025-01-01 01:29:00,1,29,2,0,0,0,0
2025-01-01 01:30:00,1,30,2,0,0,0,0
2025-01-01 01:31:00,1,31,2,0,0,0,0
2025-01-01 01:32:00,1,32,2,0,0,0,0
2025-01-01 01:33:00,1,33,2,0,0,0,0
2025-01-01 01:34:00,1,34,2,0,0,0,0
2025-01-01 01:35:00,1,35,2,0,0,0,0
2025-01-01 01:36:00,1,36,2,0,0,0,0
2025-01-01 01:37:00,1,37,2,0,0,0,0
2025-01-01 01:38:00,1,38,2,0,0,0,0
2025-01-01 01:39:00,1,39,2,0,0,0,0
2025-01-01 01:40:00,1,40,2,0,0,0,0
2025-01-01 01:41:00,1,41,2,0,0,0,0
2025-01-01 01:42:00,1,42,2,0,0,0,0
2025-01-01 01:43:00,1,43,2,0,0,0,0
2025-01-01 01:44:00,1,44,2,0,0,0,0
2025-01-01 01:45:00,1,45,2,0,0,0,0
2025-01-01 01:46:00,1,46,2,0,0,0,0
2025-01-01 01:47:00,1,47,2,0,0,0,0
2025-01-01 01:48:00,1,48,2,0,0,0,0
2025-01-01 01:49:00,1,49,2,0,0,0,0
2025-01-01 01:50:00,1,50,2,0,0,0,0
2025-01-01 01:51:00,1,51,2,0,0,0,0
2025-01-01 01:52:00,1,52,2,0,0,0,0
2025-01-01 01:53:00,1,53,2,0,0,0,0
2025-01-01 01:54:00,1,54,2,0,0,0,0
2025-01-01 01:55:00,1,55,2,0,0,0,0
2025-01-01 01:56:00,1,56,2,0,0,0,0
2025-01-01 01:57:00,1,57,2,0,0,0,0
2025-01-01 01:58:00,1,58,2,0,0,0,0
2025-01-01 01:59:00,1,59,2,0,0,0,0
2025-01-01 02:00:00,2,0,2,0,0,0,0
2025-01-01 02:01:00,2,1,2,0,0,0,0
2025-01-01 02:02:00,2,2,2,0,0,0,0
2025-01-01 02:03:00,2,3,2,0,0,0,0
2025-01-01 02:04:00,2,4,2,0,0,0,0
2025-01-01 02:05:00,2,5,2,0,0,0,0
2025-01-01 02:06:00,2,6,2,0,0,0,0
2025-01-01 02:07:00,2,7,2,0,0,0,0
2025-01-01 02:08:00,2,8,2,0,0,1,0
2025-01-01 02:09:00,2,9,2,0,0,0,0
2025-01-01 02:10:00,2,10,2,0,0,0,0
2025-01-01 02:11:00,2,11,2,0,0,0,0
2025-01-01 02:12:00,2,12,2,0,0,0,0
2025-01-01 02:13:00,2,13,2,0,0,0,0
2025-01-01 02:14:00,2,14,2,0,0,0,0
2025-01-01 02:15:00,2,15,2,0,0,0,0
2025-01-01 02:16:00,2,16,2,0,0,0,0
2025-01-01 02:17:00,2,17,2,0,0,0,0
2025-01-01 02:18:00,2,18,2,0,0,0,0
2025-01-01 02:19:00,2,19,2,0,0,0,0
2025-01-01 02:20:00,2,20,2,0,0,0,0
2025-01-01 02:21:00,2,21,2,0,0,0,0
2025-01-01 02:22:00,2,22,2,0,0,0,0
2025-01-01 02:23:00,2,23,2,0,0,0,0
2025-01-01 02:24:00,2,24,2,0,0,0,0
2025-01-01 02:25:00,2,25,2,0,0,0,0
2025-01-01 02:26:00,2,26,2,0,0,0,0
2025-01-01 02:27:00,2,27,2,0,0,0,0
2025-01-01 02:28:00,2,28,2,0,0,0,0
2025-01-01 02:29:00,2,29,2,0,0,0,0
2025-01-01 02:30:00,2,30,2,0,0,0,0
2025-01-01 02:31:00,2,31,2,0,0,0,0
2025-01-01 02:32:00,2,32,2,0,0,0,0
2025-01-01 02:33:00,2,33,2,0,0,0,0
2025-01-01 02:34:00,2,34,2,0,0,0,0
2025-01-01 02:35:00,2,35,2,0,0,0,0
2025-01-01 02:36:00,2,36,2,0,0,0,0
2025-01-01 02:37:00,2,37,2,0,0,0,0
2025-01-01 02:38:00,2,38,2,0,0,0,0
2025-01-01 02:39:00,2,39,2,0,0,0,0
2025-01-01 02:40:00,2,40,2,0,0,0,0
2025-01-01 02:41:00,2,41,2,0,0,0,0
2025-01-01 02:42:00,2,42,2,0,0,0,0
2025-01-01 02:43:00,2,43,2,0,0,0,0
2025-01-01 02:44:00,2,44,2,0,0,0,0
2025-01-01 02:45:00,2,45,2,0,0,0,0
2025-01-01 02:46:00,2,46,2,0,0,0,0
2025-01-01 02:47:00,2,47,2,0,0,0,0
2025-01-01 02:48:00,2,48,2,0,0,0,0
2025-01-01 02:49:00,2,49,2,0,0,0,0
2025-01-01 02:50:00,2,50,2,0,0,0,0
2025-01-01 02:51:00,2,51,2,0,0,0,0
2025-01-01 02:52:00,2,52,2,0,0,0,0
2025-01-01 02:53:00,2,53,2,0,0,0,0
2025-01-01 02:54:00,2,54,2,0,0,0,0
2025-01-01 02:55:00,2,55,2,0,0,0,0
2025-01-01 02:56:00,2,56,2,0,0,0,0
2025-01-01 02:57:00,2,57,2,0,0,0,0
2025-01-01 02:58:00,2,58,2,0,0,0,0
2025-01-01 02:59:00,2,59,2,0,0,0,0
2025-01-01 03:00:00,3,0,2,0,0,0,0
2025-01-01 03:01:00,3,1,2,0,0,0,0
2025-01-01 03:02:00,3,2,2,0,0,0,0
2025-01-01 03:03:00,3,3,2,0,0,0,0
2025-01-01 03:04:00,3,4,2,0,0,0,0
2025-01-01 03:05:00,3,5,2,0,0,0,0
2025-01-01 03:06:00,3,6,2,0,0,0,0
2025-01-01 03:07:00,3,7,2,0,0,0,0
2025-01-01 03:08:00,3,8,2,0,0,0,0
2025-01-01 03:09:00,3,9,2,0,0,0,0
2025-01-01 03:10:00,3,10,2,0,0,0,0
2025-01-01 03:11:00,3,11,2,0,0,0,0
2025-01-01 03:12:00,3,12,2,0,0,0,0
2025-01-01 03:13:00,3,13,2,0,0,0,0
2025-01-01 03:14:00,3,14,2,0,0,0,0
2025-01-01 03:15:00,3,15,2,0,0,0,0
2025-01-01 03:16:00,3,16,2,0,0,0,0
2025-01-01 03:17:00,3,17,2,0,0,0,0
2025-01-01 03:18:00,3,18,2,0,0,0,0
2025-01-01 03:19:00,3,19,2,0,0,0,0
2025-01-01 03:20:00,3,20,2,0,0,0,0
2025-01-01 03:21:00,3,21,2,0,0,0,0
2025-01-01 03:22:00,3,22,2,0,0,0,0
2025-01-01 03:23:00,3,23,2,0,0,0,0
2025-01-01 03:24:00,3,24,2,0,0,0,0
2025-01-01 03:25:00,3,25,2,0,0,1,0
2025-01-01 03:26:00,3,26,2,0,0,0,0
2025-01-01 03:27:00,3,27,2,0,0,0,0
2025-01-01 03:28:00,3,28,2,0,0,1,0
2025-01-01 03:29:00,3,29,2,0,0,0,0
2025-01-01 03:30:00,3,30,2,0,0,0,0
2025-01-01 03:31:00,3,31,2,0,0,0,0
2025-01-01 03:32:00,3,32,2,0,0,0,0
2025-01-01 03:33:00,3,33,2,0,0,0,0
2025-01-01 03:34:00,3,34,2,0,0,0,0
2025-01-01 03:35:00,3,35,2,0,0,0,0
2025-01-01 03:36:00,3,36,2,0,0,0,0
2025-01-01 03:37:00,3,37,2,0,0,0,0
2025-01-01 03:38:00,3,38,2,0,0,0,0
2025-01-01 03:39:00,3,39,2,0,0,0,0
2025-01-01 03:40:00,3,40,2,0,0,0,0
2025-01-01 03:41:00,3,41,2,0,0,0,0
2025-01-01 03:42:00,3,42,2,0,0,0,0
2025-01-01 03:43:00,3,43,2,0,0,0,0
2025-01-01 03:44:00,3,44,2,0,0,0,0
2025-01-01 03:45:00,3,45,2,0,0,0,0
2025-01-01 03:46:00,3,46,2,0,0,0,0
2025-01-01 03:47:00,3,47,2,0,0,0,0
2025-01-01 03:48:00,3,48,2,0,0,0,0
